serialID,productID,subCategory,productName,productPrice,productUnit,productQualities,mfg,sellerID
31,GROCERY_BISCUIT31,BISCUIT,BISCUIT31,165.3060649,216,RUBBISH31,MFG17,VENDOR10
32,GROCERY_BISCUIT32,BISCUIT,BISCUIT32,70.10363863,660,RUBBISH32,MFG39,VENDOR7
33,GROCERY_BISCUIT33,BISCUIT,BISCUIT33,50.36642893,340,RUBBISH33,MFG22,VENDOR10
34,GROCERY_BISCUIT34,BISCUIT,BISCUIT34,257.2578117,883,RUBBISH34,MFG21,VENDOR4
35,GROCERY_BISCUIT35,BISCUIT,BISCUIT35,171.320411,311,RUBBISH35,MFG18,VENDOR4
36,GROCERY_BISCUIT36,BISCUIT,BISCUIT36,40.83183766,274,RUBBISH36,MFG30,VENDOR20
37,GROCERY_BISCUIT37,BISCUIT,BISCUIT37,214.9795685,397,RUBBISH37,MFG17,VENDOR12
38,GROCERY_BISCUIT38,BISCUIT,BISCUIT38,23.7826433,821,RUBBISH38,MFG34,VENDOR9
39,GROCERY_BISCUIT39,BISCUIT,BISCUIT39,172.6822609,630,RUBBISH39,MFG18,VENDOR11
40,GROCERY_BISCUIT40,BISCUIT,BISCUIT40,275.6157629,402,RUBBISH40,MFG26,VENDOR4
41,GROCERY_FLOUR41,FLOUR,FLOUR41,11.04289347,694,RUBBISH41,MFG25,VENDOR12
42,GROCERY_FLOUR42,FLOUR,FLOUR42,147.034141,952,RUBBISH42,MFG34,VENDOR8
43,GROCERY_FLOUR43,FLOUR,FLOUR43,109.8492917,309,RUBBISH43,MFG18,VENDOR7
44,GROCERY_FLOUR44,FLOUR,FLOUR44,21.6065863,398,RUBBISH44,MFG31,VENDOR18
45,GROCERY_FLOUR45,FLOUR,FLOUR45,203.0431562,998,RUBBISH45,MFG37,VENDOR15
46,GROCERY_FLOUR46,FLOUR,FLOUR46,160.9136886,681,RUBBISH46,MFG25,VENDOR7
47,GROCERY_FLOUR47,FLOUR,FLOUR47,141.2056279,853,RUBBISH47,MFG12,VENDOR13
48,GROCERY_FLOUR48,FLOUR,FLOUR48,11.16953104,419,RUBBISH48,MFG13,VENDOR5
49,GROCERY_FLOUR49,FLOUR,FLOUR49,14.86047638,827,RUBBISH49,MFG25,VENDOR10
50,GROCERY_FLOUR50,FLOUR,FLOUR50,27.98805924,452,RUBBISH50,MFG32,VENDOR20
51,GROCERY_NAMKEEN51,NAMKEEN,NAMKEEN51,88.49260443,737,RUBBISH51,MFG40,VENDOR15
52,GROCERY_NAMKEEN52,NAMKEEN,NAMKEEN52,144.7649604,291,RUBBISH52,MFG29,VENDOR13
53,GROCERY_NAMKEEN53,NAMKEEN,NAMKEEN53,182.6001741,531,RUBBISH53,MFG22,VENDOR14
54,GROCERY_NAMKEEN54,NAMKEEN,NAMKEEN54,160.8066343,819,RUBBISH54,MFG22,VENDOR13
55,GROCERY_NAMKEEN55,NAMKEEN,NAMKEEN55,201.141281,917,RUBBISH55,MFG22,VENDOR1
56,GROCERY_NAMKEEN56,NAMKEEN,NAMKEEN56,287.1551549,336,RUBBISH56,MFG28,VENDOR2
57,GROCERY_NAMKEEN57,NAMKEEN,NAMKEEN57,141.255327,267,RUBBISH57,MFG15,VENDOR20
58,GROCERY_NAMKEEN58,NAMKEEN,NAMKEEN58,9.419524941,457,RUBBISH58,MFG24,VENDOR18
59,GROCERY_NAMKEEN59,NAMKEEN,NAMKEEN59,97.20913827,435,RUBBISH59,MFG39,VENDOR2
60,GROCERY_NAMKEEN60,NAMKEEN,NAMKEEN60,125.8811895,990,RUBBISH60,MFG38,VENDOR19
61,GROCERY_PULSES61,PULSES,PULSES61,272.5133858,335,RUBBISH61,MFG15,VENDOR6
62,GROCERY_PULSES62,PULSES,PULSES62,41.45509471,491,RUBBISH62,MFG14,VENDOR1
63,GROCERY_PULSES63,PULSES,PULSES63,187.9155826,226,RUBBISH63,MFG10,VENDOR2
64,GROCERY_PULSES64,PULSES,PULSES64,196.5669226,882,RUBBISH64,MFG33,VENDOR4
65,GROCERY_PULSES65,PULSES,PULSES65,44.63610507,754,RUBBISH65,MFG24,VENDOR15
66,GROCERY_PULSES66,PULSES,PULSES66,86.21049482,413,RUBBISH66,MFG28,VENDOR6
67,GROCERY_PULSES67,PULSES,PULSES67,275.0234873,647,RUBBISH67,MFG11,VENDOR12
68,GROCERY_PULSES68,PULSES,PULSES68,122.0939844,765,RUBBISH68,MFG36,VENDOR3
69,GROCERY_PULSES69,PULSES,PULSES69,141.8030072,962,RUBBISH69,MFG30,VENDOR13
70,GROCERY_PULSES70,PULSES,PULSES70,128.4426009,241,RUBBISH70,MFG23,VENDOR15
71,GROCERY_RICE71,RICE,RICE71,73.02969559,487,RUBBISH71,MFG25,VENDOR10
72,GROCERY_RICE72,RICE,RICE72,269.7473666,478,RUBBISH72,MFG34,VENDOR5
73,GROCERY_RICE73,RICE,RICE73,185.8376982,922,RUBBISH73,MFG20,VENDOR14
74,GROCERY_RICE74,RICE,RICE74,256.7078423,483,RUBBISH74,MFG30,VENDOR5
75,GROCERY_RICE75,RICE,RICE75,289.5387537,440,RUBBISH75,MFG32,VENDOR2
76,GROCERY_RICE76,RICE,RICE76,264.1030368,221,RUBBISH76,MFG23,VENDOR6
77,GROCERY_RICE77,RICE,RICE77,171.0422538,703,RUBBISH77,MFG32,VENDOR18
78,GROCERY_RICE78,RICE,RICE78,160.2072002,399,RUBBISH78,MFG15,VENDOR2
79,GROCERY_RICE79,RICE,RICE79,244.7204455,796,RUBBISH79,MFG15,VENDOR4
80,GROCERY_RICE80,RICE,RICE80,243.7238461,509,RUBBISH80,MFG26,VENDOR5
81,GROCERY_SPICES81,SPICES,SPICES81,62.16689259,616,RUBBISH81,MFG16,VENDOR4
82,GROCERY_SPICES82,SPICES,SPICES82,139.2478999,567,RUBBISH82,MFG34,VENDOR20
83,GROCERY_SPICES83,SPICES,SPICES83,169.8690409,676,RUBBISH83,MFG29,VENDOR1
84,GROCERY_SPICES84,SPICES,SPICES84,281.8950758,942,RUBBISH84,MFG14,VENDOR15
85,GROCERY_SPICES85,SPICES,SPICES85,196.8195631,569,RUBBISH85,MFG34,VENDOR10
86,GROCERY_SPICES86,SPICES,SPICES86,154.8107285,657,RUBBISH86,MFG17,VENDOR8
87,GROCERY_SPICES87,SPICES,SPICES87,296.3984232,705,RUBBISH87,MFG37,VENDOR12
88,GROCERY_SPICES88,SPICES,SPICES88,97.83199797,240,RUBBISH88,MFG14,VENDOR15
89,GROCERY_SPICES89,SPICES,SPICES89,103.509635,931,RUBBISH89,MFG26,VENDOR3
90,GROCERY_SPICES90,SPICES,SPICES90,95.58591729,364,RUBBISH90,MFG19,VENDOR17
91,GROCERY_PICKELS91,PICKELS,PICKELS91,192.9081008,458,RUBBISH91,MFG32,VENDOR20
92,GROCERY_PICKELS92,PICKELS,PICKELS92,66.51416586,586,RUBBISH92,MFG40,VENDOR7
93,GROCERY_PICKELS93,PICKELS,PICKELS93,97.6629266,710,RUBBISH93,MFG14,VENDOR20
94,GROCERY_PICKELS94,PICKELS,PICKELS94,11.81885215,880,RUBBISH94,MFG20,VENDOR14
95,GROCERY_PICKELS95,PICKELS,PICKELS95,167.9273268,485,RUBBISH95,MFG32,VENDOR18
96,GROCERY_PICKELS96,PICKELS,PICKELS96,179.5299032,245,RUBBISH96,MFG31,VENDOR10
97,GROCERY_PICKELS97,PICKELS,PICKELS97,285.2831565,1000,RUBBISH97,MFG24,VENDOR19
98,GROCERY_PICKELS98,PICKELS,PICKELS98,282.2797215,805,RUBBISH98,MFG28,VENDOR14
99,GROCERY_PICKELS99,PICKELS,PICKELS99,19.68468518,776,RUBBISH99,MFG23,VENDOR15
100,GROCERY_SUGAR100,SUGAR,SUGAR100,14.91784657,216,RUBBISH100,MFG35,VENDOR11
101,GROCERY_SUGAR101,SUGAR,SUGAR101,275.5603968,210,RUBBISH101,MFG33,VENDOR12
102,GROCERY_SUGAR102,SUGAR,SUGAR102,129.3632824,821,RUBBISH102,MFG13,VENDOR4
103,GROCERY_SUGAR103,SUGAR,SUGAR103,271.7727402,723,RUBBISH103,MFG37,VENDOR12
104,GROCERY_SUGAR104,SUGAR,SUGAR104,2.103897723,439,RUBBISH104,MFG22,VENDOR1
105,GROCERY_SUGAR105,SUGAR,SUGAR105,257.2409394,209,RUBBISH105,MFG16,VENDOR14
106,GROCERY_SUGAR106,SUGAR,SUGAR106,233.0970163,762,RUBBISH106,MFG23,VENDOR3
107,GROCERY_SUGAR107,SUGAR,SUGAR107,298.947035,236,RUBBISH107,MFG32,VENDOR17
108,GROCERY_SUGAR108,SUGAR,SUGAR108,92.9498483,636,RUBBISH108,MFG21,VENDOR8
109,GROCERY_SUGAR109,SUGAR,SUGAR109,232.9166,573,RUBBISH109,MFG29,VENDOR6
110,GROCERY_OIL110,OIL,OIL110,194.3444485,238,RUBBISH110,MFG39,VENDOR20
111,GROCERY_OIL111,OIL,OIL111,237.1299386,523,RUBBISH111,MFG31,VENDOR17
112,GROCERY_OIL112,OIL,OIL112,191.7898404,332,RUBBISH112,MFG13,VENDOR3
113,GROCERY_OIL113,OIL,OIL113,252.8599569,778,RUBBISH113,MFG35,VENDOR3
114,GROCERY_OIL114,OIL,OIL114,13.84177767,792,RUBBISH114,MFG16,VENDOR2
115,GROCERY_OIL115,OIL,OIL115,277.6817689,784,RUBBISH115,MFG39,VENDOR20
116,GROCERY_OIL116,OIL,OIL116,240.7823088,206,RUBBISH116,MFG25,VENDOR13
117,GROCERY_OIL117,OIL,OIL117,278.0110021,401,RUBBISH117,MFG39,VENDOR5
118,GROCERY_OIL118,OIL,OIL118,67.10374312,230,RUBBISH118,MFG29,VENDOR11
119,GROCERY_OIL119,OIL,OIL119,47.25966394,602,RUBBISH119,MFG33,VENDOR9
120,GROCERY_OIL120,OIL,OIL120,229.8029875,504,RUBBISH120,MFG18,VENDOR16
121,GROCERY_SOAP121,SOAP,SOAP121,110.7192991,686,RUBBISH121,MFG10,VENDOR11
122,GROCERY_SOAP122,SOAP,SOAP122,98.83241316,851,RUBBISH122,MFG11,VENDOR20
123,GROCERY_SOAP123,SOAP,SOAP123,53.651885,521,RUBBISH123,MFG16,VENDOR3
124,GROCERY_SOAP124,SOAP,SOAP124,136.5337919,950,RUBBISH124,MFG10,VENDOR12
125,GROCERY_SOAP125,SOAP,SOAP125,7.21651564,564,RUBBISH125,MFG36,VENDOR5
126,GROCERY_SOAP126,SOAP,SOAP126,244.2920029,762,RUBBISH126,MFG29,VENDOR2
127,GROCERY_SOAP127,SOAP,SOAP127,258.6736137,809,RUBBISH127,MFG34,VENDOR15
128,GROCERY_SOAP128,SOAP,SOAP128,139.0476299,259,RUBBISH128,MFG12,VENDOR10
129,GROCERY_SOAP129,SOAP,SOAP129,298.9613909,996,RUBBISH129,MFG36,VENDOR20
130,GROCERY_SOAP130,SOAP,SOAP130,113.9592615,294,RUBBISH130,MFG22,VENDOR5
131,GROCERY_SHAMPOO131,SHAMPOO,SHAMPOO131,257.1303169,898,RUBBISH131,MFG27,VENDOR18
132,GROCERY_SHAMPOO132,SHAMPOO,SHAMPOO132,280.5149969,333,RUBBISH132,MFG33,VENDOR9
133,GROCERY_SHAMPOO133,SHAMPOO,SHAMPOO133,140.4950913,277,RUBBISH133,MFG24,VENDOR6
134,GROCERY_SHAMPOO134,SHAMPOO,SHAMPOO134,143.1605788,929,RUBBISH134,MFG10,VENDOR20
135,GROCERY_SHAMPOO135,SHAMPOO,SHAMPOO135,42.76962531,668,RUBBISH135,MFG24,VENDOR11
136,GROCERY_SHAMPOO136,SHAMPOO,SHAMPOO136,112.4371268,219,RUBBISH136,MFG32,VENDOR3
137,GROCERY_SHAMPOO137,SHAMPOO,SHAMPOO137,232.2827136,344,RUBBISH137,MFG29,VENDOR2
138,GROCERY_SHAMPOO138,SHAMPOO,SHAMPOO138,223.6728175,727,RUBBISH138,MFG38,VENDOR10
139,GROCERY_SHAMPOO139,SHAMPOO,SHAMPOO139,144.5549707,908,RUBBISH139,MFG13,VENDOR2
140,GROCERY_SHAMPOO140,SHAMPOO,SHAMPOO140,214.7464481,635,RUBBISH140,MFG20,VENDOR4
