serialID,productID,subCategory,productName,productPrice,productUnit,productQualities,mfg,sellerID
15,CLOTHING_T-SHIRT15,T-SHIRT,T-SHIRT15,0.908187701,28,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR20
16,CLOTHING_T-SHIRT16,T-SHIRT,T-SHIRT16,83.81429644,39,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR19
17,CLOTHING_T-SHIRT17,T-SHIRT,T-SHIRT17,48.70506303,60,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR4
18,CLOTHING_T-SHIRT18,T-SHIRT,T-SHIRT18,5.860642422,7,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR9
19,CLOTHING_T-SHIRT19,T-SHIRT,T-SHIRT19,83.80382312,18,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR19
20,CLOTHING_T-SHIRT20,T-SHIRT,T-SHIRT20,1.838347793,47,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR2
21,CLOTHING_PANTS21,PANTS,PANTS21,74.30060003,100,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR18
22,CLOTHING_PANTS22,PANTS,PANTS22,24.3551107,90,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR3
23,CLOTHING_PANTS23,PANTS,PANTS23,45.52655499,74,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR8
24,CLOTHING_PANTS24,PANTS,PANTS24,39.20982754,77,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR15
25,CLOTHING_PANTS25,PANTS,PANTS25,63.49570319,96,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR7
26,CLOTHING_PANTS26,PANTS,PANTS26,18.01000815,73,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR18
27,CLOTHING_PANTS27,PANTS,PANTS27,94.64351699,60,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR3
28,CLOTHING_PANTS28,PANTS,PANTS28,78.33427116,89,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR3
29,CLOTHING_PANTS29,PANTS,PANTS29,83.80893766,37,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR1
30,CLOTHING_PANTS30,PANTS,PANTS30,26.72125604,77,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR19
31,CLOTHING_PANTS31,PANTS,PANTS31,16.98733102,25,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR3
32,CLOTHING_PANTS32,PANTS,PANTS32,20.99707694,49,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR8
33,CLOTHING_PANTS33,PANTS,PANTS33,36.50418924,33,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR9
34,CLOTHING_PANTS34,PANTS,PANTS34,66.67633564,31,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR19
35,CLOTHING_PANTS35,PANTS,PANTS35,62.11724619,89,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR18
36,CLOTHING_PANTS36,PANTS,PANTS36,50.71604524,7,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR18
37,CLOTHING_PANTS37,PANTS,PANTS37,94.86633765,15,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR2
38,CLOTHING_PANTS38,PANTS,PANTS38,5.369588333,16,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR4
39,CLOTHING_PANTS39,PANTS,PANTS39,44.02160924,16,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR17
40,CLOTHING_SHIRT40,SHIRT,SHIRT40,91.80210527,75,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR20
41,CLOTHING_SHIRT41,SHIRT,SHIRT41,60.23057782,39,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR5
42,CLOTHING_SHIRT42,SHIRT,SHIRT42,56.06355108,58,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR11
43,CLOTHING_SHIRT43,SHIRT,SHIRT43,50.57187716,78,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR16
44,CLOTHING_SHIRT44,SHIRT,SHIRT44,95.66803266,69,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR11
45,CLOTHING_SHIRT45,SHIRT,SHIRT45,58.63947145,22,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR15
46,CLOTHING_SHIRT46,SHIRT,SHIRT46,48.76735366,44,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR7
47,CLOTHING_SHIRT47,SHIRT,SHIRT47,60.11155499,60,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR5
48,CLOTHING_SHIRT48,SHIRT,SHIRT48,60.82380262,52,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR5
49,CLOTHING_SHIRT49,SHIRT,SHIRT49,5.097270136,34,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR9
50,CLOTHING_SHIRT50,SHIRT,SHIRT50,41.52699402,57,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR7
51,CLOTHING_SHIRT51,SHIRT,SHIRT51,19.85867818,61,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR13
52,CLOTHING_SHIRT52,SHIRT,SHIRT52,60.1071259,85,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR13
53,CLOTHING_SHIRT53,SHIRT,SHIRT53,78.38541442,36,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR18
54,CLOTHING_SHIRT54,SHIRT,SHIRT54,89.88479512,55,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR9
55,CLOTHING_SHIRT55,SHIRT,SHIRT55,71.94917509,53,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR17
56,CLOTHING_SHIRT56,SHIRT,SHIRT56,31.86543875,27,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR11
57,CLOTHING_SHIRT57,SHIRT,SHIRT57,2.336663552,1,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR17
58,CLOTHING_SHIRT58,SHIRT,SHIRT58,10.59781173,43,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR20
59,CLOTHING_SHIRT59,SHIRT,SHIRT59,28.73941748,2,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR12
60,CLOTHING_SHIRT60,SHIRT,SHIRT60,13.32864833,27,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR3
61,CLOTHING_JACKET61,JACKET,JACKET61,83.18728412,58,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR2
62,CLOTHING_JACKET62,JACKET,JACKET62,74.40640152,1,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR3
63,CLOTHING_JACKET63,JACKET,JACKET63,42.55281736,77,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR6
64,CLOTHING_JACKET64,JACKET,JACKET64,30.90396134,23,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR1
65,CLOTHING_JACKET65,JACKET,JACKET65,49.82321415,1,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR2
66,CLOTHING_JACKET66,JACKET,JACKET66,79.9700196,11,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR11
67,CLOTHING_JACKET67,JACKET,JACKET67,23.82912919,82,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR7
68,CLOTHING_JACKET68,JACKET,JACKET68,70.17800785,3,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR11
69,CLOTHING_JACKET69,JACKET,JACKET69,81.6061339,40,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR13
70,CLOTHING_JACKET70,JACKET,JACKET70,71.04576961,4,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR2
71,CLOTHING_JACKET71,JACKET,JACKET71,80.25938355,28,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR6
72,CLOTHING_JACKET72,JACKET,JACKET72,43.73888721,21,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR1
73,CLOTHING_JACKET73,JACKET,JACKET73,69.26782552,76,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR6
74,CLOTHING_JACKET74,JACKET,JACKET74,66.33612158,78,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR2
75,CLOTHING_JACKET75,JACKET,JACKET75,73.75410289,46,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR19
76,CLOTHING_JACKET76,JACKET,JACKET76,84.54851381,57,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR4
77,CLOTHING_JACKET77,JACKET,JACKET77,80.9614241,44,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR19
78,CLOTHING_JACKET78,JACKET,JACKET78,46.57770957,41,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR19
79,CLOTHING_JACKET79,JACKET,JACKET79,97.1393263,34,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR14
80,CLOTHING_JACKET80,JACKET,JACKET80,9.215634473,7,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR2
81,CLOTHING_JEANS81,JEANS,JEANS81,92.39355766,61,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR10
82,CLOTHING_JEANS82,JEANS,JEANS82,51.49135586,48,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR1
83,CLOTHING_JEANS83,JEANS,JEANS83,36.31822915,73,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR10
84,CLOTHING_JEANS84,JEANS,JEANS84,88.02665521,57,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR16
85,CLOTHING_JEANS85,JEANS,JEANS85,59.05493396,48,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR11
86,CLOTHING_JEANS86,JEANS,JEANS86,66.22557073,67,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR8
87,CLOTHING_JEANS87,JEANS,JEANS87,25.07118197,39,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR13
88,CLOTHING_JEANS88,JEANS,JEANS88,43.90451724,19,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR17
89,CLOTHING_JEANS89,JEANS,JEANS89,98.80650705,28,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR9
90,CLOTHING_JEANS90,JEANS,JEANS90,6.931117135,18,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR4
91,CLOTHING_JEANS91,JEANS,JEANS91,28.19242729,87,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR14
92,CLOTHING_JEANS92,JEANS,JEANS92,81.36531803,76,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR13
93,CLOTHING_JEANS93,JEANS,JEANS93,48.83820076,12,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR6
94,CLOTHING_JEANS94,JEANS,JEANS94,17.04348823,9,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR4
95,CLOTHING_JEANS95,JEANS,JEANS95,74.93999916,93,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR14
96,CLOTHING_JEANS96,JEANS,JEANS96,64.61514735,80,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR13
97,CLOTHING_JEANS97,JEANS,JEANS97,75.12871954,3,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR1
98,CLOTHING_JEANS98,JEANS,JEANS98,93.46455856,56,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR6
99,CLOTHING_JEANS99,JEANS,JEANS99,61.02825378,49,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR15
100,CLOTHING_JEANS100,JEANS,JEANS100,40.42397218,59,"Elegant, Beautiful",JK & Sons ALLAHABAD,VENDOR12
